"NZPOCS STATUS (LOINC 2.73)",NZ_SHORT_NAME,Consumer_Name,LOINC_LONG_NAME,CODE,SOURCE_TYPE,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,REMARKS,KEYWORDS,LOINC_STATUS,EFFECTIVE_DATE,END_DATE,MERGE_TO_CODE,MERGE_TO_SOURCE_TYPE,NZ_ ORDERS,"NZ_OBSERVATION",Haematology,"MicrobiologyABX",Microbiology Gyn/Cyto,Biochemistry,Immunology,Serology / Virology,Toxicology,"Histology(Bowel Screening)",EXTERNAL_COPYRIGHT_NOTICE,LOINC_SHORTNAME,HPAC_CODE,HPAC_NAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SARS-CoV-2 S gene NAA+probe Ql (Unsp spec),"SARS-CoV-2 (COVID-19) S gene, Specimen",SARS coronavirus 2 S gene [Presence] in Unspecified specimen by NAA with probe detection,94641-8,LN,SARS coronavirus 2 S gene,PrThr,Pt,XXX,Ord,Probe.amp.tar,,,ACTIVE,6/04/2020,,,,Yes,Yes,,,,,,,,,,"	SARS-CoV-2 S gene XXX Ql NAA+probe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SARS-CoV-2 sequencing order,COVID-19 sequencing order,SARS-CoV-2 sequencing order [Instrument independent],XNZ5536,NZ,SARS-CoV-2 Sequencing order,-,Pt,XXX,,,,,PROPOSED,1-Apr-22,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SARS-CoV-2 Total Anti N ,SARS-CoV-2 Total Anti N ,SARS-CoV-2 Total Anti N [Instrument independent],XNZ5490,NZ,SARS-CoV-2 Total Anti N [Instrument independent],-,Pt,XXX,,,,,PROPOSED,1-Oct-21,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SARS-CoV-2 Total Anti S ,SARS-CoV-2 Total Anti S ,SARS-CoV-2 Total Anti S [Instrument independent],XNZ5488,NZ,SARS-CoV-2 Total Anti S ,,,,,,,,PROPOSED,1-Oct-21,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SARS-like CoV N gene NAA+probe (Unsp spec) [ThreshNum],"SARS-like coronavirus N gene, Specimen",SARS-like Coronavirus N gene [Cycle Threshold #] in Unspecified specimen by NAA with probe detection,94313-4,LN,SARS-like Coronavirus N gene,ThreshNum,Pt,XXX,Qn,Probe.amp.tar,,,ACTIVE,1-Mar-20,,,,,Yes,,,,,,,,,,SARS-like CoV N Ct XXX Qn NAA+probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SARS-like CoV N gene NAA+probe Ql (Unsp spec),"SARS-like coronavirus N gene, Specimen",SARS-like Coronavirus N gene [Presence] in Unspecified specimen by NAA with probe detection,94310-0,LN,SARS-like Coronavirus N gene,PrThr,Pt,XXX,Ord,Probe.amp.tar,,,ACTIVE,1-Mar-20,,,,Yes,Yes,,,,,,,,,,SARS-like CoV N XXX Ql NAA+probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SARS-related coronavirus E gene NAA+probe Ql (Lower resp),"SARS-related coronavirus E gene, Lower respiratory",SARS-related coronavirus E gene [Presence] in Lower respiratory specimen by NAA with probe detection,96121-9,LN,SARS-related coronavirus E gene,PrThr,Pt,Respiratory.lower,Ord,Probe.amp.tar,,,ACTIVE,1/04/2021,,,,Yes,Yes,,,,,,,,,,SARS-rel CoV E gene Low resp Ql NAA+prb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SARS-related coronavirus E gene NAA+probe Ql (Sal) ,"SARS-related coronavirus E gene, Saliva",SARS-related coronavirus E gene [Presence] in Saliva (oral fluid) by NAA with probe detection,95823-1,LN,SARS-related coronavirus E gene,PrThr,Pt,Saliva,Ord,Probe.amp.tar,,,ACTIVE,1-Oct-20,,,,,Yes,,,,,,,,,,SARS-rel CoV E gene Sal Ql NAA+probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SARS-related coronavirus E gene NAA+probe Ql (Unsp spec),"SARS-related coronavirus E gene, Specimen",SARS-related coronavirus E gene [Presence] in Unspecified specimen by NAA with probe detection,94315-9,LN,SARS coronavirus 2 E gene,PrThr,Pt,XXX,Ord,Probe.amp.tar,,,ACTIVE,1-Mar-20,,,,Yes,Yes,,,,,,,,,,SARS-rel CoV E gene XXX Ql NAA+probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SARS-related coronavirus E gene NAA+probe Ql (Upper resp),"SARS-related coronavirus E gene, Upper respiratory",SARS-related coronavirus E gene [Presence] in Upper respiratory specimen by NAA with probe detection,96122-7,LN,SARS-related coronavirus E gene,PrThr,Pt,Respiratory.upper,Ord,Probe.amp.tar,,,ACTIVE,1/04/2021,,,,Yes,Yes,,,,,,,,,,SARS-rel CoV E gene Upper resp Ql NAA+prb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SARS-related CoV RNA NAA+probe Ql (Resp),"SARS-related coronavirus, Respiratory",SARS coronavirus+SARS-like coronavirus+SARS coronavirus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,94502-2,LN,SARS coronavirus+SARS-like coronavirus+SARS coronavirus 2 RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,,,ACTIVE,12-Mar-20,,,,Yes,Yes,,,,,,,,,,SARS-rel CoV RNA Resp Ql NAA+probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SARS-related CoV RNA NAA+probe Ql (Unsp spec),"SARS-related coronavirus, Specimen",SARS-related coronavirus RNA [Presence] in Unspecified specimen by NAA with probe detection,94647-5,LN,SARS-related coronavirus RNA,PrThr,Pt,XXX,Ord,Probe.amp.tar,,,ACTIVE,6/04/2020,,,,,Yes,,,,,,,,,,SARSr-CoV RNA XXX Ql NAA+probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SARS-related CoV+MERS coronavirus RNA NAA+probe Ql (Resp),"SARS-related coronavirus+MERS coronavirus, Respiratory",SARS coronavirus+SARS-like coronavirus+SARS coronavirus 2+MERS coronavirus RNA [Presence] in Respiratory specimen by NAA with probe detection,94532-9,LN,SARS coronavirus+SARS-like coronavirus+SARS coronavirus 2+MERS coronavirus RNA,PrThr,Pt,Respiratory,Ord,Probe.amp.tar,,,ACTIVE,12-Mar-20,,,,,Yes,,,,,,,,,,SARS-rel CoV+MERS RNA Resp Ql NAA+probe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Scabies skin scraping,"Sarcoptes scabiei test, Skin",Sarcoptes scabiei identified in Skin by Light microscopy,9787-3,LN,Sarcoptes scabiei identified,Prid,Pt,Skin,Nom,Microscopy.light,,sarcoptes scabiei scabies skin scraping ,ACTIVE,1-Apr-15,,,,Yes,Yes,,,Yes,,,,,,,S scabiei Skin Micro,,Scabies skin scraping & microscopy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Schistosoma urine,"Schistosoma Sp test, Urine Sediment",Schistosoma sp identified in Urine sediment by Light microscopy,10715-1,LN,Schistosoma sp identified,Prid,Pt,Urine sed,Nom,Microscopy.light,,schistosoma urine ,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,Schistosoma UrnS Micro,,Schistosome microscopy - urine or faeces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Schistosomal Ab (qual),"Schistosoma Sp antibody, Blood",Schistosoma sp Ab [Presence] in Serum by Hemagglutination,6630-8,LN,Schistosoma sp Ab,PrThr,Pt,Ser,Ord,HA,,schistosomal antibody Ab qualitative,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,Yes,,,,Schistosoma Ab Ser Ql HA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Schistosomal Ab (titre),"Schistosoma Sp antibody, Blood",Schistosoma sp Ab [Titer] in Serum,34594-2,LN,Schistosoma sp Ab,Titr,Pt,Ser,Qn,,,schistosomal antibody Ab titre,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,Yes,,,,Schistosoma Ab Titr Ser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Schistosome faeces,"Schistosoma Sp test, Stool",Schistosoma sp identified in Stool by Concentration,11085-8,LN,Schistosoma sp identified,Prid,Pt,Stool,Nom,Concentration,,schistosoma faeces,ACTIVE,1-Apr-15,,,,Yes,Yes,,,Yes,,,,,,,Schistosoma Stl Conc,,Schistosome microscopy - urine or faeces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SCL-70 extractable nuclear Ab,"SCL-70 extractable Nuclear antibody, Blood",SCL-70 extractable nuclear Ab [Presence] in Serum,8092-9,LN,SCL-70 extractable nuclear Ab,PrThr,Pt,Ser,Ord,,,extractable nuclear ENA SCL-70 Ab antibody indentification,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,Yes,,,,,ENA Scl70 Ab Ser Ql,,ENA Identification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Scopolamine urine,"Scopolamine, Urine",Scopolamine [Mass/​volume] in Urine,17571-1,LN,Scopolamine,MCnc,Pt,Urine,Qn,,,scopolamine urine,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Scopolamine Ur-mCnc,,Scopolamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Selenium,"Selenium, Blood",Selenium [Moles/​volume] in Serum or Plasma,25521-6,LN,Selenium,SCnc,Pt,Ser/Plas,Qn,,,selenium,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Selenium SerPl-sCnc,,"Selenium, plasma",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Selenium blood,"Selenium, Blood",Selenium [Mass/​volume] in Blood,5722-4,LN,Selenium,MCnc,Pt,Bld,Qn,,,selenium blood,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Selenium Bld-mCnc,,"Selenium, whole blood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Selenium RBC,"Selenium, Red Blood Cells",Selenium [Moles/​volume] in Red Blood Cells,52913-1,LN,Selenium,SCnc,Pt,RBC,Qn,,,selenium red blood cells RBC,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Selenium RBC-sCnc,,"Selenium, red cell",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Selenium urine,"Selenium, Urine",Selenium [Moles/​volume] in Urine,50903-4,LN,Selenium,SCnc,Pt,Urine,Qn,,,selenium urine,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Selenium Ur-sCnc,,"Selenium, urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Semen (post vasectomy),"Spermatozoa After Vasectomy, Semen",Spermatozoa [#/area] in Semen by Microscopy high power field --post vasectomy,12256-4,LN,Spermatozoa^post vasectomy,Naric,Pt,Semen,Qn,Microscopy.light.HPF,,semen seminal fluid vasectomy,ACTIVE,,,,,,Yes,,,Yes,,,,,,,Sperm p vas #/area Smn HPF,M26,Seminal fluid - post vasectomy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Semen (post vasectomy) (qual),"Spermatozoa After Vasectomy, Semen",Spermatozoa [Presence] in Semen by Light microscopy --post vasectomy,29990-9,LN,Spermatozoa^post vasectomy,PrThr,Pt,Semen,Ord,Microscopy.light,,semen post vasectomy qualitative,ACTIVE,1-Apr-17,,,,,Yes,,,Yes,,,,,,,Sperm p vas Smn Ql Micro,M26,Seminal fluid - post vasectomy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Serotonin blood,"Serotonin, Blood",Serotonin [Moles/​volume] in Blood,25524-0,LN,Serotonin,SCnc,Pt,Bld,Qn,,,serotonin blood,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Serotonin Bld-sCnc,,"Serotonin, whole blood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Sezary Cells,"Sezary cells, Blood",Sezary cells [#/volume] in Blood,34918-3,LN,Sezary cells,NCnc,Pt,Bld,Qn,,,Sezary cells CBC,ACTIVE,,,,,,Yes,Yes,,,,,,,,,Sezary Cells # Bld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SG urine (dipstick),,Specific gravity of Urine by Test strip,5811-5,LN,Specific gravity,Rden,Pt,Urine,Qn,Test strip,,SG urine dipstick specific gravity,ACTIVE,,,,,,Yes,,,Yes,,,,,,,Sp Gr Ur Strip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,SHBG,"Sex Hormone binding globulin, Blood",Sex hormone binding globulin [Moles/volume] in Serum or Plasma,13967-5,LN,Sex hormone binding globulin,SCnc,Pt,Ser/Plas,Qn,,,SHBG sex hormone binding globulin,ACTIVE,,,,,Yes,Yes,,,,Yes,,,,,,SHBG SerPl-sCnc,,SHBG - Sex hormone binding globulin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Silica clotting time,"Normalized Silica clotting Time, Blood",Normalized silica clotting time of Platelet poor plasma,66736-0,LN,Normalized silica clotting time,Ratio,Pt,PPP,Qn,,,silica clotting time normlized,ACTIVE,1-Apr-15,30-Sep-16,,,Yes,Yes,Yes,,,,,,,,,Normalized SCT PPP-Rto,,Silica Clotting Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Silvadine topical suscep qual,Susceptibility to Silver sulfADIAZINE,Silver sulfadiazine [Susceptibility],20390-1,LN,Silver sulfadiazine,Susc,Pt,Isolate,OrdQn,,,Silvadine topical,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Silvadine Susc Islt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Silver,"Silver, Blood",Silver [Mass/​volume] in Serum or Plasma,5734-9,LN,Silver,MCnc,Pt,Ser/Plas,Qn,,,silver,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Silver SerPl-mCnc,,"Silver, serum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Silver urine,"Silver, Urine",Silver [Mass/​volume] in Urine,5735-6,LN,Silver,MCnc,Pt,Urine,Qn,,,silver urine,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Silver Ur-mCnc,,"Silver, urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Sirolimus blood,"Sirolimus, Blood",Sirolimus [Mass/​volume] in Blood,29247-4,LN,Sirolimus,MCnc,Pt,Bld,Qn,,,sirolimus blood,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,,,Yes,,,Sirolimus Bld-mCnc,,Sirolimus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Sisomicin suscep (MIC),Susceptibility to Sisomicin,Sisomicin [Susceptibility] by Minimum inhibitory concentration (MIC),448-1,LN,Sisomicin,Susc,Pt,Isolate,OrdQn,MIC,,Sisomicin,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Sisomicin Islt MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Sisomicin suscep (qual),Susceptibility to Sisomicin,Sisomicin [Susceptibility],18979-5,LN,Sisomicin,Susc,Pt,Isolate,OrdQn,,,Sisomicin,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Sisomicin Susc Islt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Size,"Specimen Length, Specimen",Specimen length ,33723-8,LN,Specimen length ,Len,Pt,Specimen,Qn,,,,ACTIVE,1 August 2019,,,,,Yes,,,,,,,,Yes,,Specimen length ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Sjogrens syndrome-A extractable nuclear Ab,"Sjogrens Syndrome-A extractable Nuclear antibody, Blood",Sjogrens syndrome-A extractable nuclear Ab [Presence] in Serum,8093-7,LN,Sjogrens syndrome-A extractable nuclear Ab,PrThr,Pt,Ser,Ord,,,extractable nuclear ENA Sjogrens A Ab antibody indentification,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,Yes,,,,,ENA SS-A Ab Ser Ql,,ENA Identification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Sjogrens syndrome-B extractable nuclear Ab ,"Sjogrens Syndrome-B extractable Nuclear antibody, Blood",Sjogrens syndrome-B extractable nuclear Ab [Presence] in Serum,8094-5,LN,Sjogrens syndrome-B extractable nuclear Ab,PrThr,Pt,Ser,Ord,,,extractable nuclear ENA Sjogrens B Ab antibody indentification,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,Yes,,,,,ENA SS-B Ab Ser Ql,,ENA Identification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Skeletal muscle Ab,"Striated Muscle IgG antibody, Blood",Striated muscle IgG Ab [Titer] in Serum,42217-0,LN,Striated muscle Ab.IgG,Titr,Pt,Ser,Qn,,,skeletal striated muscle Ab antibody IgG titre,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,Yes,,,,,Stria Mus IgG Titr Ser,,Skeletal muscle auto-antibodies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Skin Ab,"Skin antibody, Blood",Skin Ab [Titer] in Serum,66878-0,LN,Skin Ab,Titr,Pt,Ser,Qn,,,skin Ab  antibody,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,Yes,,,,,Skin Ab Titr Ser,, Skin autoantibody [Salt Split Skin antibodies],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Slow progressive semen,"Spermatozoa Slow per 100 Sperm, Semen",Spermatozoa Slow/100 spermatozoa in Semen,10626-0,LN,Spermatozoa.slow/100 spermatozoa,NFr,Pt,Semen,Qn,,,slow progressive semen,ACTIVE,,,,,,Yes,,,Yes,,,,,,,Sperm Slow NFr Smn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Smear cells,"Smudge cells, Blood",Smudge cells [#/volume] in Blood,34993-6,LN,Smudge cells,NCnc,Pt,Bld,Qn,,,smudge cells smear CBC,ACTIVE,,,,,,Yes,Yes,,,,,,,,,Smudge Cells # Bld,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Smith extractable nuclear Ab,"Smith extractable Nuclear antibody, Blood",Smith extractable nuclear Ab [Presence] in Serum,31627-3,LN,Smith extractable nuclear Ab,PrThr,Pt,Ser,Ord,,,extractable nuclear ENA Smith  Ab antibody indentification,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,Yes,,,,,ENA SM Ab Ser Ql,,ENA Identification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Smooth muscle Ab (titre),"Smooth Muscle antibody, Blood",Smooth muscle Ab [Titer] in Serum,8095-2,LN,Smooth muscle Ab,Titr,Pt,Ser,Qn,,,smooth muscle Ab antibody titre tissue,ACTIVE,,,,,Yes,Yes,,,,,Yes,,,,,Smooth muscle Ab Titr Ser,D19,"Auto-antibodies, other",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Smooth muscle Antibody,"Smooth Muscle antibody, Blood",Smooth muscle Ab [Presence] in Serum,14252-1,LN,Smooth muscle Ab,PrThr,Pt,Ser,Ord,,,smooth muscle Ab antibody  tissue qualitative,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,Yes,,,,,Smooth muscle Ab Ser Ql,,Smooth muscle Antibody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Sodium,"Sodium, Blood",Sodium [Moles/volume] in Serum or Plasma,2951-2,LN,Sodium,SCnc,Pt,Ser/Plas,Qn,,,sodium,ACTIVE,,,,,Yes,Yes,,,,Yes,,,,,,Sodium SerPl-sCnc,BE1,"Sodium, serum",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Sodium  fluid,"Sodium, Body Fluid",Sodium [Moles/​volume] in Body fluid,2950-4,LN,Sodium,SCnc,Pt,Body fld,Qn,,,sodium fluid,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Sodium Fld-sCnc,,"Sodium, fluid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Sodium blood,"Sodium, Blood",Sodium [Moles/volume] in Blood,2947-0,LN,Sodium,SCnc,Pt,Bld,Qn,,,sodium blood,ACTIVE,,,,,,Yes,,,,Yes,,,,,,Sodium Bld-sCnc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Sodium sweat,"Sodium, Sweat",Sodium [Moles/​volume] in Sweat,2954-6,LN,Sodium,SCnc,Pt,Sweat ,Qn,,,sodium sweat test,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,Yes,,,,,,Sodium Sweat-sCnc,,Sweat Test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Sodium urine,"Sodium, Urine",Sodium [Moles/volume] in Urine,2955-3,LN,Sodium,SCnc,Pt,Urine,Qn,,,sodium urine,ACTIVE,,,,,Yes,Yes,,,,Yes,,,,,,Sodium Ur-sCnc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Sodium urine 24h,"Sodium, Urine",Sodium [Moles/time] in 24 hour Urine,2956-1,LN,Sodium,SRat,24H,Urine,Qn,,,sodium urine 24h,ACTIVE,,,,,Yes,Yes,,,,Yes,,,,,,Sodium 24h Ur-sRate,BE5,"Sodium, 24 hr urine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Soluble liver antibody,"Soluble Liver antibody, Blood",Soluble liver Ab [Presence] in Serum by Immunoblot,56722-2,LN,Soluble liver Ab,PrThr,Pt,Ser,Ord,IB,,soluble liver Ab antibody IB,ACTIVE,1-Apr-15,,,,Yes,Yes,,,,,Yes,,,,,Soluble liver Ab Ser Ql IB,,Soluble liver antibody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Sparfloxacin suscep (MIC),Susceptibility to Sparfloxacin,Sparfloxacin [Susceptibility] by Minimum inhibitory concentration (MIC),20397-6,LN,Sparfloxacin,Susc,Pt,Isolate,OrdQn,MIC,,Sparfloxacin,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Sparfloxacin Islt MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Sparfloxacin suscep (qual),Susceptibility to Sparfloxacin,Sparfloxacin [Susceptibility],23628-1,LN,Sparfloxacin,Susc,Pt,Isolate,OrdQn,,,Sparfloxacin,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Sparfloxacin Susc Islt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Spec collection/description,"Collection Method, Specimen",Collection method - Specimen,53903-1,LN,Collection method,Type,Pt,Specimen,Nom,,This is usually required for microbiological results.  See details in the Business Process Document. ,specimen collection description ,ACTIVE,1-Apr-15,,,,,Yes,,,Yes,,,,,,,Collection method Spec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Specimen identifier,"Unique Identifier, Initial Sample",Unique identifier [Identifier] of Initial sample,89873-4,LN,Unique identifier ,ID,Pt,Initial sample,Nom,,,,ACTIVE,1 August 2019,,,,,Yes,,,,,,,,Yes,,Unique ID Initial sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Specimen type/site,"Specimen Source, Specimen",Specimen source identified,31208-2,LN,Specimen source,Prid,Pt,XXX,Nom,,Specimen type/site must be provided for microbiological results.  See details in the Business Process Document. ,specimen type site ,ACTIVE,,,,,Yes,Yes,,,Yes,,,,,,,Specimen source XXX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,Spectinomycin suscep (MIC),Susceptibility to Spectinomycin,Spectinomycin [Susceptibility] by Minimum inhibitory concentration (MIC),452-3,LN,Spectinomycin,Susc,Pt,Isolate,OrdQn,MIC,,Spectinomycin,ACTIVE,,,,,,Yes,,Yes,,,,,,,,Spectinomycin Islt MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
